
Town01
305.22, 330.72
338.96, 31.64
305.55, 133.65
305.35, 59.61
158.10, 31.4
92.45, 30.84
121.53, 55.42
121.33, 129.48
122.42, 195.16
153.94, 26.19
88.23, 297.43
334.81, 297.3
305.12, 2.26
334.54, 165.78
334.54, 100.1
334.54, 25.77
124.46, 2.26
58.81, 2.26
92.55, 88.85
92.55, 163.42
92.55, 228.60
187.78, 55.38
121.57, 326.42
368.55, 326.42
368.15, -2.4
338.84, 228.40
338.84, 162.73
338.84, 89.29
187.49, -2.4
122.3, -2.4
88.25, 25.23
88.25, 99.90
88.25, 165.27
124.35, 59.68
58.44, 330.72
338.96, 31.64
304.75, 199.22
305.55, 133.65
305.35, 59.61
158.10, 31.4
92.45, 30.84
121.53, 55.42
121.33, 129.48
122.42, 195.16
153.94, 26.19
88.23, 297.43
334.81, 297.3
305.22, 330.72
368.15, -2.4
338.84, 228.40
338.84, 162.73
338.84, 89.29
187.49, -2.4
122.3, -2.4
88.25, 25.23
88.25, 99.90
88.25, 165.27
124.35, 59.68
58.44, 330.72
338.96, 31.64
304.75, 199.22
305.55, 133.65
305.35, 59.61
158.10, 31.4
92.45, 30.84
121.53, 55.42
121.33, 129.48
122.42, 195.16
153.94, 26.19
88.23, 297.43
334.81, 297.3
305.12, 2.26
334.54, 165.78
334.54, 100.1
334.54, 25.77
124.46, 2.26
58.81, 2.26
92.55, 88.85
92.55, 163.42
92.55, 228.60
187.78, 55.38
121.57, 326.42
368.55, 326.42


Town02
26.65, 187.56
41.37, 207.4
74.67, 302.64
45.67, 270.24
46.7, 220.74
136.12, 220.86
160.20, 191.59
160.25, 240.93
132.5, 207.50
11.57, 306.34
75.27, 236.54
41.37, 272.34
-7.50, 157.35
75.26, 187.47
166.0, 187.45
193.63, 221.27
193.71, 270.70
102.53, 241.10
-3.28, 221.41
11.82, 191.57
102.60, 191.58
189.49, 157.87
189.41, 207.2
166.0, 236.94
26.65, 187.56
41.37, 207.4
74.67, 302.64
45.67, 270.24
46.7, 220.74
136.12, 220.86
160.20, 191.59
160.25, 240.93
132.5, 207.50
11.57, 306.34
75.27, 236.54
41.37, 272.34
-7.50, 157.35
75.26, 187.47
166.0, 187.45
193.63, 221.27
193.71, 270.70
102.53, 241.10
11.82, 191.57
102.60, 191.58
189.49, 157.87
189.41, 207.2
166.0, 236.94
41.37, 207.4
11.57, 306.34
-7.50, 157.35
75.26, 187.47
166.0, 187.45
193.63, 221.27
193.71, 270.70
102.53, 241.10
26.65, 187.56
74.67, 302.64
45.67, 270.24
46.7, 220.74
136.12, 220.86
160.20, 191.59
160.25, 240.93
132.5, 207.50
75.27, 236.54
41.37, 272.34
-3.28, 221.41
11.82, 191.57
102.60, 191.58
189.49, 157.87
189.41, 207.2
166.0, 236.94

Town03
234.5481719970703, 23.466564178466797
234.52, 23.65
231.04473876953125, 23.565475463867188
200.43, 62.24
239.96, 98.9
243.21473693847656, 98.97915649414062
-46.1, -140.7
-74.68, -106.31
-78.15487670898438, -106.30052185058594
-78.1, -106.31
-74.6549072265625, -106.31939697265625
-88.11, -170.3
-84.04679870605469, -170.06784057617188
-84.48, -170.3
-87.52928924560547, -170.4742431640625
-85.2, -28.87
-88.44371032714844, -28.86114501953125
-116.67, 0.32
-113.37, -135.68
-32.34, -135.1
5.83, -104.82
9.106517791748047, -104.73915100097656
9.33, -104.82
5.609712600708008, -104.91180419921875
37.76, -137.76
0.6, -167.82
-3.3387670516967773, -167.91720581054688
-3.44, -167.82
0.15770983695983887, -167.7312469482422
7.44, -163.66
10.55854606628418, -163.5830535888672
10.99, -163.66
7.061770915985107, -163.75694274902344
41.44, -203.9
41.517005920410156, -206.9641571044922
25.77, -207.44
25.680063247680664, -203.86105346679688
-32.48, -198.25
-32.566158294677734, -194.82147216796875
-32.4, -194.71
-32.30937957763672, -198.31613159179688
99.49, -201.92
99.58008575439453, -205.50503540039062
99.49, -205.37
99.405517578125, -202.00833129882812
68.68, -195.79
68.59178161621094, -192.27935791015625
53.6, -192.29
53.697120666503906, -196.15476989746094
154.6, -164.4
122.3, -190.88
122.3891830444336, -194.4285430908203
52.2, -133.34
82.22, -166.54
115.32, -135.69
84.1, -103.48
153.53, -100.37
150.81, -165.57
114.84, -76.55
114.74317169189453, -72.87480926513672
82.9, -47.14
-117.14, 136.33
-77.96, 165.64
-73.85211944580078, 164.83070373535156
-74.43, 165.64
-77.13905334472656, 166.22161865234375
-84.59, 101.65
-88.08773803710938, 101.6595458984375
-88.12, 101.68
-84.58769989013672, 101.67036437988281
-45.5, 131.43
2.9, 163.89
5.693984508514404, 163.87232971191406
5.6, 163.89
2.194162607192993, 163.9115447998047
-6.12, 102.1
-9.697037696838379, 102.12262725830078
-9.62, 102.9
-6.19218635559082, 102.87830352783203
34.39, 130.77
-37.43, 135.7
-145.53, 26.3
-116.7, -3.3
-149.26, -29.42
170.37, 99.28
139.75, 62.51
201.12, 58.8
-74.27088165283203, 34.49037170410156
-74.26, 31.95
-77.77780151367188, 31.9595947265625
-46.16, -2.92
-88.84, -28.87
-84.9437484741211, -28.880624771118164
235.56, -37.12
232.5224609375, -37.193870544433594
231.92, -36.82
236.01197814941406, -36.72048568725586
-5.84, 170.34
-9.265254020690918, 170.36167907714844
-9.24, 170.42
-5.764954566955566, 170.3980255126953
28.52, 196.65
28.512041091918945, 193.4599151611328
28.72, 193.61
28.72835350036621, 196.95938110351562
199.72, 5.93
199.66661071777344, 9.503244400024414
199.52, 9.7
199.5752410888672, 6.001489639282227
-34.45, 176.76
231.4, 23.39
234.5481719970703, 23.466564178466797
234.52, 23.65
231.04473876953125, 23.565475463867188
200.43, 62.24
239.96, 98.9
243.21473693847656, 98.97915649414062
-46.1, -140.7
-74.68, -106.31
